"","Afghanistan","Afr.Other NS","Africa N.NES","Albania","Algeria","Angola","Areas NES","Argentina","Armenia","Asia NES","Asia West NS","Australia","Austria","Azerbaijan","Bahamas","Bahrain","Bangladesh","Barbados","Belarus","Belgium-Lux","Belize","Benin","Bermuda","Bolivia","Bosnia Herzg","Br.Antr.Terr","Brazil","Bulgaria","Burkina Faso","Burundi","CACM NES","Cambodia","Cameroon","Canada","Carib. NES","Cent.Afr.Rep","Chad","Chile","China","China HK SAR","China MC SAR","China SC","Colombia","Congo","Costa Rica","Cote Divoire","Croatia","Cuba","Cyprus","Czech Rep","Czechoslovak","Dem.Rp.Congo","Denmark","Djibouti","Dominican Rp","E Europe NES","Ecuador","EEC NES","Egypt","El Salvador","Eq.Guinea","Estonia","Ethiopia","Eur. EFTA NS","Eur.Other NE","Falkland Is","Fiji","Finland","Fm USSR","Fm Yugoslav","Fr Ind O","Fr.Guiana","France,Monac","Gabon","Gambia","Georgia","Germany","Ghana","Gibraltar","Greece","Greenland","Guadeloupe","Guatemala","Guinea","GuineaBissau","Guyana","Haiti","Honduras","Hungary","Iceland","India","Indonesia","Int Org","Iran","Iraq","Ireland","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kiribati","Korea D P Rp","Korea Rep.","Kuwait","Kyrgyzstan","LAIA NES","Lao P.Dem.R","Latvia","Lebanon","Liberia","Libya","Lithuania","Madagascar","Malawi","Malaysia","Mali","Malta","Mauritania","Mauritius","Mexico","Mongolia","Morocco","Mozambique","Myanmar","Nepal","Neth.Ant.Aru","Netherlands","Neutral Zone","New Calednia","New Zealand","Nicaragua","Niger","Nigeria","Norway","Occ.Pal.Terr","Oman","Oth.Oceania","Pakistan","Panama","Papua N.Guin","Paraguay","Peru","Philippines","Poland","Portugal","Qatar","Rep Moldova","Romania","Russian Fed","Rwanda","Samoa","Saudi Arabia","Senegal","Seychelles","Sierra Leone","Singapore","Slovakia","Slovenia","Somalia","South Africa","Spain","Sri Lanka","St.Helena","St.Kt-Nev-An","St.Pierre Mq","Sudan","Suriname","Sweden","Switz.Liecht","Syria","Taiwan","Tajikistan","Tanzania","TFYR Macedna","Thailand","Togo","Trinidad Tbg","Tunisia","Turkey","Turkmenistan","Uganda","UK","Ukraine","Untd Arab Em","Uruguay","US NES","USA","Uzbekistan","Venezuela","Viet Nam","World","Yemen","Yugoslavia","Zambia","Zimbabwe"
"Korea Rep.",38567,NA,NA,56235,194115,279100,NA,630167,1340,385047,NA,6400206,574719,13725,191464,232067,479524,5690,14286,1052295,3854,28779,NA,17364,NA,NA,1893301,50435,1926,NA,NA,72743,40180,4317629,NA,805,NA,1198198,17995482,9379478,46537,NA,225150,227969,101026,31106,35106,NA,205546,192927,61528,9086,635332,22377,132908,NA,346037,NA,534831,51363,37685,16206,38802,NA,NA,1332,22302,585743,1213533,145503,5524,1987,3433517,68575,1928,3402,8942120,47968,1546,586745,1026,NA,201290,20815,1824,7123,9282,113921,233764,22317,1512388,5318607,NA,2022847,189301,835173,645429,3049830,39136,39636852,138057,119567,41035,36196,6459,NA,1331633,13990,NA,7109,11060,101854,1304851,215981,36126,6639,2678,5368667,12247,101296,1874,23843,1675980,25714,80517,4896,122311,14893,25760,2006581,58537,48737,860032,27621,91976,361860,612321,NA,1198532,35785,569428,2067256,194587,79408,291687,2351150,673679,286438,670514,3091,248762,2811957,2164,NA,6253939,12083,2454,2663,5775016,60306,79368,7933,1494721,1476189,371343,382,51994,NA,61539,NA,914772,1585897,198713,6820981,7595,16422,30919,2946609,14972,26658,47946,856578,9579,5832,5082027,226997,3247869,84763,147734,48969968,428944,181213,1282936,230568835,355850,18924,8842,32831
"Kuwait",NA,NA,NA,NA,2760,NA,NA,20848,NA,NA,NA,175236,46025,NA,NA,64885,4516,NA,NA,103279,NA,NA,NA,NA,317,NA,319562,1778,NA,NA,NA,NA,NA,106168,NA,NA,NA,10107,283452,46009,NA,NA,1620,NA,NA,891,NA,NA,7493,NA,NA,NA,60459,NA,NA,NA,NA,NA,79235,NA,NA,NA,821,NA,NA,NA,NA,27455,NA,NA,NA,NA,615920,NA,NA,NA,640893,604,NA,21482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1831437,323547,NA,76243,NA,41207,NA,490397,NA,3387039,50702,NA,1771,NA,NA,1331633,NA,NA,NA,NA,NA,56341,NA,NA,NA,NA,NA,112864,NA,2502,NA,NA,NA,NA,25906,581,3620,NA,NA,1045356,NA,NA,27406,NA,NA,2032,6066,NA,25770,NA,637854,NA,NA,NA,2195,71669,9125,12577,29221,NA,35100,9371,NA,NA,511213,NA,NA,NA,936893,NA,2068,2797,162300,108283,17300,NA,NA,NA,1463,NA,61648,126741,75342,513728,NA,NA,NA,191984,NA,NA,9058,211582,NA,NA,721996,2625,235701,NA,NA,2620307,371,NA,7092,27193766,2579,782,NA,3578
"Kyrgyzstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1272,984,NA,NA,NA,NA,NA,NA,4131,NA,NA,NA,NA,NA,NA,NA,1352,NA,NA,NA,NA,NA,7511,NA,NA,NA,NA,129426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1522,NA,NA,NA,NA,8431,NA,NA,NA,84206,NA,NA,1181,NA,NA,NA,NA,NA,NA,NA,NA,2210,NA,7983,1382,NA,29693,NA,NA,NA,9078,NA,3817,NA,95730,NA,NA,NA,13990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3840,1277,NA,NA,1662,228535,NA,NA,NA,NA,NA,NA,397,1010,NA,NA,414,884,NA,NA,NA,NA,NA,NA,4205,4952,NA,NA,NA,NA,NA,6499,NA,NA,NA,29120,NA,NA,6870,NA,NA,NA,NA,23552,NA,NA,NA,552477,NA,NA,NA,NA
"LAIA NES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,569184,NA,NA,NA,NA
"Lao P.Dem.R",NA,NA,NA,NA,83289,NA,NA,NA,NA,NA,NA,9659,1282,NA,NA,NA,NA,NA,NA,6532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2349,NA,NA,NA,NA,30044,1426,NA,NA,NA,NA,NA,NA,NA,NA,NA,1057,NA,NA,2051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3029,NA,NA,NA,NA,30867,NA,NA,NA,22611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1267,NA,NA,1326,NA,NA,NA,1390,NA,9268,NA,43501,NA,NA,NA,NA,NA,7109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10286,NA,NA,NA,NA,NA,6268,6083,NA,NA,NA,560,NA,NA,NA,NA,NA,1661,NA,NA,NA,NA,46984,NA,NA,NA,NA,NA,NA,28262,NA,NA,NA,1362,3527,NA,NA,NA,NA,NA,NA,3116,2534,NA,NA,NA,NA,NA,342124,NA,NA,NA,676,NA,NA,12346,NA,NA,NA,NA,13706,NA,NA,NA,609389,NA,NA,NA,NA
"Latvia",NA,NA,NA,NA,NA,NA,NA,15237,NA,NA,NA,3268,24470,NA,NA,NA,NA,NA,NA,89155,NA,NA,NA,NA,NA,NA,53244,7089,NA,NA,NA,NA,NA,10952,NA,NA,NA,12286,15734,8448,NA,NA,NA,NA,NA,NA,NA,NA,NA,31725,NA,NA,147620,NA,NA,NA,7629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232042,NA,NA,NA,NA,115954,NA,NA,NA,696412,NA,NA,4908,NA,NA,NA,NA,NA,NA,NA,NA,19776,NA,15271,1591,NA,386,NA,26271,12924,101720,NA,16774,NA,40996,NA,NA,NA,11060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19770,NA,NA,NA,NA,1704,NA,NA,NA,NA,NA,NA,336381,NA,NA,14264,NA,NA,NA,83760,NA,NA,NA,474,NA,NA,NA,9333,NA,111261,4586,NA,NA,1469,1109047,NA,NA,NA,NA,NA,NA,26352,11520,5577,NA,11027,24317,NA,NA,NA,NA,NA,NA,437821,18513,NA,NA,NA,NA,NA,7829,NA,NA,NA,9133,NA,NA,437884,NA,NA,NA,NA,258696,NA,NA,NA,4040404,NA,NA,NA,NA
"Lebanon",NA,NA,NA,NA,8359,NA,NA,NA,NA,NA,NA,9919,23408,NA,NA,NA,NA,NA,NA,213618,NA,NA,NA,NA,NA,NA,61311,20796,NA,NA,NA,NA,NA,31576,NA,NA,NA,1046,109791,9101,NA,NA,1216,NA,NA,NA,NA,NA,NA,43985,NA,NA,37100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574743,NA,NA,NA,423581,NA,NA,136919,NA,NA,NA,NA,NA,NA,NA,NA,22469,NA,16256,27716,NA,17265,NA,32725,NA,720218,NA,145074,NA,1786,NA,NA,NA,101854,56341,NA,NA,NA,NA,NA,NA,55603,NA,NA,NA,17896,NA,NA,NA,NA,3701,NA,10476,NA,NA,NA,NA,98928,NA,NA,1154,NA,NA,2087,10443,NA,2507,NA,6886,NA,NA,NA,NA,3510,11309,11895,10157,NA,58462,71166,NA,NA,129402,NA,NA,NA,38462,NA,NA,NA,6711,118734,NA,NA,NA,NA,NA,NA,53171,216397,NA,NA,NA,NA,NA,58033,NA,NA,10240,154914,NA,NA,239817,NA,33657,NA,NA,467771,NA,4032,NA,4595237,NA,NA,NA,NA
"Liberia",NA,NA,NA,NA,10206,NA,NA,9089,NA,NA,NA,398,1030,NA,NA,NA,NA,NA,NA,354283,NA,NA,NA,NA,NA,NA,48455,NA,NA,NA,NA,NA,NA,2306,NA,NA,NA,15806,63510,NA,NA,NA,2373,NA,NA,NA,NA,NA,NA,1038,NA,NA,110650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4221,NA,NA,NA,NA,355832,NA,NA,NA,265446,NA,NA,48149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18802,7692,NA,NA,NA,NA,7525,249433,NA,1215575,NA,NA,NA,NA,NA,1304851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19533,NA,NA,NA,NA,5150,NA,NA,NA,NA,NA,NA,17906,NA,NA,NA,NA,NA,795,367137,NA,NA,NA,8385,NA,NA,NA,611,NA,49293,41880,NA,NA,17140,41634,NA,NA,333,NA,NA,NA,379606,NA,695,NA,5946,164713,NA,NA,NA,NA,NA,NA,NA,18118,NA,NA,NA,NA,NA,7428,NA,NA,607,25842,NA,NA,16653,NA,NA,NA,NA,56005,NA,4461,NA,5228017,NA,NA,NA,NA
"Libya",NA,NA,NA,NA,5052,NA,NA,35646,NA,NA,NA,NA,224199,NA,NA,NA,6360,NA,NA,215187,NA,NA,NA,NA,NA,NA,72322,20362,NA,NA,NA,NA,NA,NA,NA,NA,NA,3747,102937,6407,NA,NA,4697,NA,NA,NA,NA,NA,29747,13387,NA,NA,32757,NA,NA,NA,3179,NA,148508,NA,NA,NA,NA,NA,NA,NA,NA,8682,NA,390978,NA,NA,799580,NA,NA,NA,2396237,2632,NA,310521,NA,NA,NA,NA,NA,NA,NA,NA,26551,NA,56990,29386,NA,NA,NA,28703,NA,4963568,NA,167066,28686,NA,NA,NA,1350,215981,NA,NA,NA,NA,NA,55603,NA,NA,NA,NA,NA,19288,NA,104739,1768,NA,11024,NA,189903,NA,NA,NA,NA,192498,NA,NA,NA,NA,NA,NA,9824,NA,5053,NA,11976,NA,NA,NA,NA,3683,24570,103217,NA,NA,53755,NA,NA,NA,3713,NA,NA,NA,16811,761,12339,NA,5124,1278129,NA,NA,NA,NA,81212,NA,90396,350758,31952,66134,NA,NA,NA,25638,NA,NA,352023,615016,NA,NA,611269,NA,8839,NA,NA,NA,NA,6191,NA,13916594,NA,57120,NA,NA
"Lithuania",NA,NA,NA,NA,NA,NA,NA,13561,NA,NA,NA,2984,41500,NA,NA,NA,NA,NA,NA,147942,NA,NA,NA,NA,NA,NA,16610,10544,NA,NA,NA,NA,NA,19836,NA,NA,NA,982,16393,7174,NA,NA,2654,NA,NA,NA,NA,NA,NA,80150,NA,NA,255875,NA,NA,NA,21041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144556,NA,NA,NA,NA,215903,NA,NA,NA,1033433,NA,NA,11525,NA,NA,NA,NA,NA,NA,NA,NA,77647,NA,5165,1413,NA,3541,NA,12735,4312,182554,NA,28804,NA,86714,NA,NA,NA,36126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6662,NA,NA,NA,NA,3454,NA,6064,NA,NA,NA,NA,207691,NA,NA,21881,NA,NA,NA,56818,NA,NA,NA,3899,NA,NA,NA,2810,3266,367385,18752,NA,NA,4225,1585874,NA,NA,599,NA,NA,NA,10451,20302,10277,NA,27645,87641,NA,NA,NA,NA,NA,NA,218258,32538,NA,NA,NA,NA,NA,2344,NA,NA,NA,57317,NA,NA,352755,NA,NA,NA,NA,113094,NA,1198,NA,4848370,NA,NA,NA,NA
"Madagascar",NA,NA,NA,NA,NA,NA,NA,3898,NA,NA,NA,1912,4175,NA,NA,NA,NA,NA,NA,29668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5175,NA,NA,NA,464,21859,7475,NA,NA,NA,NA,NA,NA,NA,NA,NA,2256,NA,NA,4174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1136,NA,NA,NA,NA,451660,NA,NA,NA,70833,NA,NA,1031,NA,NA,NA,NA,NA,NA,NA,NA,1207,NA,6121,13269,NA,NA,NA,1581,NA,41502,NA,60272,NA,NA,NA,NA,NA,6639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7229,NA,NA,NA,NA,4725,NA,1517,NA,NA,NA,NA,16632,NA,NA,NA,NA,NA,2095,968,NA,6680,NA,4618,NA,NA,NA,597,NA,4600,8434,NA,NA,2377,1949,NA,NA,852,NA,NA,NA,36798,635,306,NA,33612,21956,NA,NA,NA,NA,NA,NA,7119,4815,NA,NA,NA,NA,NA,8618,NA,NA,1952,1929,NA,NA,34442,NA,NA,NA,NA,94693,NA,NA,NA,1030507,NA,NA,NA,NA
"Malawi",NA,NA,NA,NA,NA,NA,NA,6249,NA,NA,NA,5807,5405,NA,NA,NA,NA,NA,NA,8183,NA,NA,NA,NA,NA,NA,3196,NA,NA,NA,NA,NA,NA,4519,NA,NA,NA,327,2285,690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4922,NA,NA,NA,NA,22159,NA,NA,NA,82591,NA,NA,2569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11959,1497,NA,NA,NA,1173,NA,9295,NA,70164,NA,NA,NA,NA,NA,2678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45216,NA,NA,2470,NA,NA,NA,1780,NA,NA,NA,5099,NA,NA,NA,NA,3906,NA,8999,NA,NA,2806,NA,NA,NA,2742,NA,NA,NA,NA,NA,NA,NA,261754,13074,NA,NA,NA,NA,NA,NA,2711,8492,NA,NA,NA,NA,NA,3942,NA,NA,NA,6623,NA,NA,51013,NA,NA,NA,NA,84852,NA,NA,NA,751494,NA,NA,NA,NA
"Malaysia",8752,NA,NA,713,24742,NA,NA,275010,NA,230971,NA,2926984,250151,5976,1369,49722,114087,1257,3931,805360,1433,3423,NA,7477,NA,NA,544977,12038,4966,352,NA,54900,7834,1471258,NA,3981,668,198734,4009638,4804400,4307,NA,23216,3330,54977,25378,5726,5795,15562,93628,24268,3851,241603,3006,2211,NA,4396,NA,226853,6089,NA,3015,6818,NA,NA,NA,30754,292250,154957,45282,4215,NA,2479126,3392,431,1790,5170028,9691,NA,71314,NA,NA,6281,4944,796,2219,NA,6739,107907,1329,1444534,1913582,NA,127475,NA,791355,NA,1305995,5400,24504345,104546,4092,27080,6174,3164,5368667,112864,474,NA,1295,19770,17896,19533,19288,6662,7229,904,NA,4491,38306,NA,28979,608772,735,18708,7404,242656,NA,1589,2073156,NA,1264,498519,NA,997,31167,141223,NA,106268,398,639550,140923,52927,7350,63985,1537646,152352,94760,31157,960,29873,283566,1864,NA,515112,1920,1891,682,25443026,29094,18048,1941,376309,544215,165024,NA,2416,NA,22697,1492,642874,974711,37054,6352035,NA,28573,NA,4552088,7619,1490,23531,295008,2860,2173,4451430,57552,496486,22413,1410,26708731,4241,15392,412133,139563168,79912,10826,50786,10585
"Mali",NA,NA,NA,NA,4827,NA,NA,NA,NA,NA,NA,1018,3913,NA,NA,NA,NA,NA,NA,48010,NA,NA,NA,NA,NA,NA,20986,NA,NA,NA,NA,NA,NA,13535,NA,NA,NA,263,33957,982,NA,NA,NA,NA,NA,NA,NA,NA,NA,2190,NA,NA,1377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1554,NA,NA,NA,NA,158371,NA,NA,NA,25952,NA,NA,1323,NA,NA,NA,NA,NA,NA,NA,NA,659,NA,10636,8067,NA,NA,NA,10980,1076,37743,NA,12286,NA,NA,NA,NA,NA,12247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4491,NA,NA,NA,NA,NA,NA,9417,NA,NA,NA,NA,12711,NA,NA,NA,NA,NA,3442,892,NA,NA,NA,400,NA,NA,NA,1082,3100,1245,14790,NA,NA,3142,1918,NA,NA,226,NA,NA,NA,NA,NA,485,NA,15502,17051,NA,NA,NA,NA,NA,NA,1401,2213,NA,NA,NA,NA,NA,47205,NA,NA,5143,2899,NA,NA,22164,NA,NA,NA,NA,24407,NA,NA,NA,599759,NA,NA,NA,NA
"Malta",NA,NA,NA,NA,22012,NA,NA,8843,NA,NA,NA,7022,15486,NA,NA,NA,NA,NA,NA,97271,NA,NA,NA,NA,NA,NA,15950,12741,NA,NA,NA,NA,NA,32792,NA,NA,NA,1996,28275,9763,NA,NA,5980,NA,NA,NA,NA,NA,NA,6574,NA,NA,29054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12502,NA,NA,NA,NA,499268,NA,NA,NA,482780,NA,NA,113525,NA,NA,NA,NA,NA,NA,NA,NA,5027,NA,17679,2344,NA,1925,NA,25155,12368,1174582,NA,88561,NA,1518,NA,NA,NA,101296,2502,NA,NA,NA,NA,NA,NA,104739,NA,NA,NA,38306,NA,NA,NA,NA,9915,NA,2661,NA,NA,NA,NA,77435,NA,NA,3368,NA,NA,1681,76960,NA,2006,NA,4668,NA,NA,NA,NA,3945,12340,14615,NA,NA,9543,75708,NA,NA,12234,NA,NA,NA,426257,1442,6400,NA,5335,92711,NA,NA,NA,NA,NA,NA,13713,25027,NA,NA,NA,NA,NA,15385,NA,NA,14770,54787,NA,NA,442685,NA,NA,NA,NA,332624,NA,NA,NA,4557796,NA,NA,NA,NA
"Mauritania",NA,NA,NA,NA,25743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78165,NA,NA,NA,NA,NA,NA,5209,5054,NA,NA,NA,NA,NA,12499,NA,NA,NA,NA,17483,756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6835,NA,NA,NA,NA,215101,NA,NA,NA,46440,NA,NA,5153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3546,9704,NA,NA,NA,3300,NA,107249,NA,151717,NA,NA,NA,NA,NA,1874,NA,NA,NA,NA,NA,NA,NA,1768,NA,NA,NA,NA,NA,NA,NA,NA,1748,NA,6893,NA,NA,NA,NA,17928,NA,NA,NA,NA,NA,NA,3874,NA,NA,NA,13040,NA,NA,NA,NA,NA,4003,9372,NA,NA,4009,4928,NA,NA,1643,NA,NA,NA,1848,NA,NA,NA,1472,93101,NA,NA,NA,NA,NA,NA,2129,1175,NA,NA,NA,NA,NA,15953,NA,NA,1692,1546,NA,NA,29631,NA,NA,NA,NA,30042,NA,NA,NA,956350,NA,NA,NA,NA
"Mauritius",NA,NA,NA,NA,NA,NA,NA,15939,NA,NA,NA,47884,5959,NA,NA,NA,NA,NA,NA,74665,NA,NA,NA,NA,NA,NA,5254,NA,NA,NA,NA,NA,NA,12412,NA,NA,NA,2981,49855,44623,NA,NA,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,7248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5254,NA,NA,NA,NA,610627,NA,NA,NA,172894,NA,NA,2469,NA,NA,NA,NA,NA,NA,NA,NA,415,NA,122007,26652,NA,NA,NA,10488,3308,108811,NA,84475,NA,NA,NA,NA,NA,23843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28979,NA,NA,NA,NA,NA,NA,2248,NA,NA,NA,NA,41830,NA,NA,15580,NA,NA,NA,1821,NA,542,NA,18769,NA,NA,NA,NA,2196,NA,23962,NA,NA,1347,NA,NA,NA,1165,NA,NA,NA,102599,NA,NA,NA,182965,45498,NA,NA,NA,NA,NA,NA,6474,42021,NA,NA,NA,NA,NA,19998,NA,NA,NA,2658,NA,NA,586915,NA,NA,NA,NA,248379,NA,NA,NA,2760205,NA,NA,NA,NA
"Mexico",3024,NA,NA,1820,120765,2126,NA,644103,NA,NA,NA,297064,189530,NA,36678,1533,15311,3141,NA,616160,32688,1169,119100,28930,NA,NA,1735870,13459,NA,NA,NA,NA,8839,6259265,NA,2370,2281,909349,1270615,469750,9580,NA,544388,1179,243525,1495,4730,276464,7170,59061,27052,1454,128747,NA,268147,NA,166317,NA,16308,188260,932,5306,2577,NA,NA,NA,458,116453,31336,9254,NA,NA,1809464,2969,765,NA,4436143,1807,1245,35044,NA,NA,436799,2060,2649,1753,9271,104679,91571,1308,213884,289353,NA,36637,714,282797,159473,1474105,198490,5798136,728,22018,6777,1429,174169,1675980,NA,NA,NA,NA,1704,3701,5150,11024,3454,4725,NA,608772,NA,9915,1748,NA,NA,NA,74668,3865,1296,NA,294107,556523,NA,NA,162872,55651,NA,7770,77082,NA,2372,NA,29242,312016,1187,20159,342439,221707,66175,135592,4768,NA,20153,195307,NA,NA,135116,1135,NA,812,618129,NA,9411,NA,96533,2181327,36705,NA,19432,NA,4858,5845,471079,644563,8504,1461696,NA,7030,NA,362752,NA,62855,5365,79025,7064,NA,1283445,56021,32595,122029,14601,144748861,7498,648187,19691,188145334,NA,5077,1371,2735
"Mongolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,682,4112,NA,NA,NA,NA,NA,NA,3553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187242,2204,NA,NA,NA,NA,NA,NA,NA,NA,NA,5013,NA,NA,2464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3615,NA,NA,NA,NA,7150,NA,NA,NA,32912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1878,NA,1261,NA,NA,NA,NA,NA,NA,20281,NA,88448,NA,24432,NA,NA,NA,25714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3398,NA,NA,512,NA,NA,NA,NA,NA,NA,NA,307,NA,NA,NA,NA,NA,3211,NA,NA,NA,764,166571,NA,NA,NA,NA,NA,NA,16322,2733,NA,NA,NA,472,NA,NA,NA,NA,NA,NA,1004,2091,NA,NA,NA,NA,NA,1267,NA,NA,NA,1178,NA,NA,10426,NA,NA,NA,NA,53397,NA,NA,NA,568382,NA,NA,NA,NA
"Morocco",NA,NA,NA,1162,160118,4743,20239,85870,NA,NA,NA,25974,53276,NA,6486,1396,7218,NA,9354,424299,NA,20554,NA,1869,NA,NA,248620,23433,2953,NA,NA,NA,27393,208762,NA,1210,2772,7881,213811,24423,NA,NA,9495,12050,4183,39054,19760,2129,5838,20772,32105,4820,43643,NA,10259,NA,681,NA,26636,6669,2213,2386,4684,NA,NA,NA,NA,72762,145889,31777,1554,NA,4326893,38007,NA,NA,1067282,6479,5590,42662,NA,1398,NA,17586,NA,562,385,1513,16679,713,365900,47199,NA,195737,234969,63204,8039,898064,NA,475280,7182,4120,730,NA,NA,80517,25906,NA,NA,NA,NA,10476,NA,189903,6064,1517,NA,18708,9417,2661,6893,2248,74668,NA,NA,2060,2805,NA,1324,325376,NA,NA,59945,1394,1126,68217,50378,NA,2191,NA,30703,3726,NA,NA,4583,3845,117301,110053,6456,NA,43678,238520,NA,NA,500153,8844,NA,1727,39325,7289,2542,NA,48988,1409462,1644,NA,NA,NA,850,NA,173058,126298,24976,60959,NA,1564,NA,25572,4948,7316,88876,126101,NA,NA,772182,66440,84283,7566,NA,858463,NA,5300,4245,15406715,1316,29168,NA,3297
"Mozambique",NA,NA,NA,NA,NA,NA,NA,15460,NA,NA,NA,6547,2245,NA,NA,NA,NA,NA,NA,12958,NA,NA,NA,NA,NA,NA,6210,935,NA,NA,NA,NA,NA,18815,NA,NA,NA,NA,24592,15601,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,NA,NA,7376,NA,NA,NA,488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1572,NA,NA,NA,NA,41914,NA,NA,NA,24237,NA,NA,812,NA,NA,NA,NA,NA,NA,NA,NA,1144,NA,38461,7469,NA,NA,NA,3152,NA,33703,NA,51642,NA,NA,NA,NA,NA,4896,581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7404,NA,NA,NA,NA,3865,NA,2060,NA,NA,NA,NA,12901,NA,NA,NA,NA,NA,NA,4760,NA,NA,NA,NA,NA,NA,NA,NA,8159,1452,73433,732,NA,3153,2806,NA,NA,4948,NA,NA,NA,16780,NA,NA,NA,493714,58312,NA,NA,NA,NA,NA,NA,6410,3877,NA,NA,NA,NA,NA,27868,NA,NA,1062,2506,NA,NA,25595,NA,NA,NA,NA,78999,NA,NA,NA,1077101,NA,NA,NA,NA
